address,uf,city,label,execution_order,is_active,source,population
"Centro, Taboão da Serra, SP, Brasil",SP,Taboão da Serra,centro,1,true,ibge_pop2024_nominatim,284274
"Centro, Indaiatuba, SP, Brasil",SP,Indaiatuba,centro,1,true,ibge_pop2024_nominatim,267796
"Centro, São Carlos, SP, Brasil",SP,São Carlos,centro,1,true,ibge_pop2024_nominatim,265294
"Centro, Embu das Artes, SP, Brasil",SP,Embu das Artes,centro,1,true,ibge_pop2024_nominatim,259323
"Centro, Araraquara, SP, Brasil",SP,Araraquara,centro,1,true,ibge_pop2024_nominatim,252318
"Centro, Jacareí, SP, Brasil",SP,Jacareí,centro,1,true,ibge_pop2024_nominatim,249968
"Centro, Hortolândia, SP, Brasil",SP,Hortolândia,centro,1,true,ibge_pop2024_nominatim,247331
"Centro, Americana, SP, Brasil",SP,Americana,centro,1,true,ibge_pop2024_nominatim,246655
"Centro, Marília, SP, Brasil",SP,Marília,centro,1,true,ibge_pop2024_nominatim,246627
"Centro, Itapevi, SP, Brasil",SP,Itapevi,centro,1,true,ibge_pop2024_nominatim,241924
"Centro, Presidente Prudente, SP, Brasil",SP,Presidente Prudente,centro,1,true,ibge_pop2024_nominatim,234083
"Centro, Rio Claro, SP, Brasil",SP,Rio Claro,centro,1,true,ibge_pop2024_nominatim,208857
"Centro, Araçatuba, SP, Brasil",SP,Araçatuba,centro,1,true,ibge_pop2024_nominatim,207775
"Centro, Santa Bárbara d'Oeste, SP, Brasil",SP,Santa Bárbara d'Oeste,centro,1,true,ibge_pop2024_nominatim,189338
"Centro, Ferraz de Vasconcelos, SP, Brasil",SP,Ferraz de Vasconcelos,centro,1,true,ibge_pop2024_nominatim,185622
"Centro, Bragança Paulista, SP, Brasil",SP,Bragança Paulista,centro,1,true,ibge_pop2024_nominatim,184634
"Centro, Itu, SP, Brasil",SP,Itu,centro,1,true,ibge_pop2024_nominatim,174561
"Centro, São Caetano do Sul, SP, Brasil",SP,São Caetano do Sul,centro,1,true,ibge_pop2024_nominatim,172109
"Centro, Pindamonhangaba, SP, Brasil",SP,Pindamonhangaba,centro,1,true,ibge_pop2024_nominatim,172027
"Centro, Francisco Morato, SP, Brasil",SP,Francisco Morato,centro,1,true,ibge_pop2024_nominatim,171107
"Centro, Atibaia, SP, Brasil",SP,Atibaia,centro,1,true,ibge_pop2024_nominatim,166043
"Centro, Itapecerica da Serra, SP, Brasil",SP,Itapecerica da Serra,centro,1,true,ibge_pop2024_nominatim,163928
"Centro, Itapetininga, SP, Brasil",SP,Itapetininga,centro,1,true,ibge_pop2024_nominatim,163774
"Centro, Santana de Parnaíba, SP, Brasil",SP,Santana de Parnaíba,centro,1,true,ibge_pop2024_nominatim,162341
"Centro, Mogi Guaçu, SP, Brasil",SP,Mogi Guaçu,centro,1,true,ibge_pop2024_nominatim,159735
"Centro, Botucatu, SP, Brasil",SP,Botucatu,centro,1,true,ibge_pop2024_nominatim,150442
"Centro, Franco da Rocha, SP, Brasil",SP,Franco da Rocha,centro,1,true,ibge_pop2024_nominatim,149786
"Centro, Caraguatatuba, SP, Brasil",SP,Caraguatatuba,centro,1,true,ibge_pop2024_nominatim,141084
"Centro, Salto, SP, Brasil",SP,Salto,centro,1,true,ibge_pop2024_nominatim,140125
"Centro, Jaú, SP, Brasil",SP,Jaú,centro,1,true,ibge_pop2024_nominatim,137323
"Centro, Araras, SP, Brasil",SP,Araras,centro,1,true,ibge_pop2024_nominatim,135331
"Centro, Votorantim, SP, Brasil",SP,Votorantim,centro,1,true,ibge_pop2024_nominatim,132849
"Centro, Sertãozinho, SP, Brasil",SP,Sertãozinho,centro,1,true,ibge_pop2024_nominatim,131600
"Centro, Valinhos, SP, Brasil",SP,Valinhos,centro,1,true,ibge_pop2024_nominatim,131277
"Centro, Tatuí, SP, Brasil",SP,Tatuí,centro,1,true,ibge_pop2024_nominatim,128560
"Centro, Barretos, SP, Brasil",SP,Barretos,centro,1,true,ibge_pop2024_nominatim,126600
"Centro, Itatiba, SP, Brasil",SP,Itatiba,centro,1,true,ibge_pop2024_nominatim,126403
"Centro, Birigui, SP, Brasil",SP,Birigui,centro,1,true,ibge_pop2024_nominatim,122988
"Centro, Jandira, SP, Brasil",SP,Jandira,centro,1,true,ibge_pop2024_nominatim,121988
"Centro, Guaratinguetá, SP, Brasil",SP,Guaratinguetá,centro,1,true,ibge_pop2024_nominatim,121710
"Centro, Várzea Paulista, SP, Brasil",SP,Várzea Paulista,centro,1,true,ibge_pop2024_nominatim,119576
"Centro, Catanduva, SP, Brasil",SP,Catanduva,centro,1,true,ibge_pop2024_nominatim,119172
"Centro, Ribeirão Pires, SP, Brasil",SP,Ribeirão Pires,centro,1,true,ibge_pop2024_nominatim,118877
"Centro, Itanhaém, SP, Brasil",SP,Itanhaém,centro,1,true,ibge_pop2024_nominatim,117435
"Centro, Paulínia, SP, Brasil",SP,Paulínia,centro,1,true,ibge_pop2024_nominatim,115690
"Centro, Cubatão, SP, Brasil",SP,Cubatão,centro,1,true,ibge_pop2024_nominatim,115082
"Centro, Ourinhos, SP, Brasil",SP,Ourinhos,centro,1,true,ibge_pop2024_nominatim,106877
"Centro, Poá, SP, Brasil",SP,Poá,centro,1,true,ibge_pop2024_nominatim,106431
"Centro, Assis, SP, Brasil",SP,Assis,centro,1,true,ibge_pop2024_nominatim,104642
"Centro, Leme, SP, Brasil",SP,Leme,centro,1,true,ibge_pop2024_nominatim,101316
"Centro, Votuporanga, SP, Brasil",SP,Votuporanga,centro,1,true,ibge_pop2024_nominatim,100159
"Centro, Aracaju, SE, Brasil",SE,Aracaju,centro,1,true,ibge_pop2024_nominatim,628849
"Zona Norte, Aracaju, SE, Brasil",SE,Aracaju,segmento_01,2,true,ibge_pop2024_nominatim,628849
"Zona Sul, Aracaju, SE, Brasil",SE,Aracaju,segmento_02,3,true,ibge_pop2024_nominatim,628849
"Zona Leste, Aracaju, SE, Brasil",SE,Aracaju,segmento_03,4,true,ibge_pop2024_nominatim,628849
"Zona Oeste, Aracaju, SE, Brasil",SE,Aracaju,segmento_04,5,true,ibge_pop2024_nominatim,628849
"Área Central, Aracaju, SE, Brasil",SE,Aracaju,segmento_05,6,true,ibge_pop2024_nominatim,628849
"Área Comercial, Aracaju, SE, Brasil",SE,Aracaju,segmento_06,7,true,ibge_pop2024_nominatim,628849
"Área Residencial, Aracaju, SE, Brasil",SE,Aracaju,segmento_07,8,true,ibge_pop2024_nominatim,628849
"Centro, Nossa Senhora do Socorro, SE, Brasil",SE,Nossa Senhora do Socorro,centro,1,true,ibge_pop2024_nominatim,202450
"Centro, Itabaiana, SE, Brasil",SE,Itabaiana,centro,1,true,ibge_pop2024_nominatim,108408
"Centro, Lagarto, SE, Brasil",SE,Lagarto,centro,1,true,ibge_pop2024_nominatim,105558
"Centro, São Cristóvão, SE, Brasil",SE,São Cristóvão,centro,1,true,ibge_pop2024_nominatim,100360
"Centro, Palmas, TO, Brasil",TO,Palmas,centro,1,true,ibge_pop2024_nominatim,323625
"Centro, Araguaína, TO, Brasil",TO,Araguaína,centro,1,true,ibge_pop2024_nominatim,181493
