address,uf,city,label,execution_order,is_active,source,population
"Zona Norte, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_01,2,true,ibge_pop2024_nominatim,843046
"Zona Sul, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_02,3,true,ibge_pop2024_nominatim,843046
"Zona Leste, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_03,4,true,ibge_pop2024_nominatim,843046
"Zona Oeste, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_04,5,true,ibge_pop2024_nominatim,843046
"Área Central, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_05,6,true,ibge_pop2024_nominatim,843046
"Área Comercial, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_06,7,true,ibge_pop2024_nominatim,843046
"Área Residencial, Nova Iguaçu, RJ, Brasil",RJ,Nova Iguaçu,segmento_07,8,true,ibge_pop2024_nominatim,843046
"Centro, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,centro,1,true,ibge_pop2024_nominatim,519011
"Zona Norte, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_01,2,true,ibge_pop2024_nominatim,519011
"Zona Sul, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_02,3,true,ibge_pop2024_nominatim,519011
"Zona Leste, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_03,4,true,ibge_pop2024_nominatim,519011
"Zona Oeste, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_04,5,true,ibge_pop2024_nominatim,519011
"Área Central, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_05,6,true,ibge_pop2024_nominatim,519011
"Área Comercial, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_06,7,true,ibge_pop2024_nominatim,519011
"Área Residencial, Campos dos Goytacazes, RJ, Brasil",RJ,Campos dos Goytacazes,segmento_07,8,true,ibge_pop2024_nominatim,519011
"Centro, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,centro,1,true,ibge_pop2024_nominatim,518263
"Zona Norte, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_01,2,true,ibge_pop2024_nominatim,518263
"Zona Sul, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_02,3,true,ibge_pop2024_nominatim,518263
"Zona Leste, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_03,4,true,ibge_pop2024_nominatim,518263
"Zona Oeste, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_04,5,true,ibge_pop2024_nominatim,518263
"Área Central, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_05,6,true,ibge_pop2024_nominatim,518263
"Área Comercial, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_06,7,true,ibge_pop2024_nominatim,518263
"Área Residencial, Belford Roxo, RJ, Brasil",RJ,Belford Roxo,segmento_07,8,true,ibge_pop2024_nominatim,518263
"Centro, Niterói, RJ, Brasil",RJ,Niterói,centro,1,true,ibge_pop2024_nominatim,516720
"Zona Norte, Niterói, RJ, Brasil",RJ,Niterói,segmento_01,2,true,ibge_pop2024_nominatim,516720
"Zona Sul, Niterói, RJ, Brasil",RJ,Niterói,segmento_02,3,true,ibge_pop2024_nominatim,516720
"Zona Leste, Niterói, RJ, Brasil",RJ,Niterói,segmento_03,4,true,ibge_pop2024_nominatim,516720
"Zona Oeste, Niterói, RJ, Brasil",RJ,Niterói,segmento_04,5,true,ibge_pop2024_nominatim,516720
"Área Central, Niterói, RJ, Brasil",RJ,Niterói,segmento_05,6,true,ibge_pop2024_nominatim,516720
"Área Comercial, Niterói, RJ, Brasil",RJ,Niterói,segmento_06,7,true,ibge_pop2024_nominatim,516720
"Área Residencial, Niterói, RJ, Brasil",RJ,Niterói,segmento_07,8,true,ibge_pop2024_nominatim,516720
"Centro, São João de Meriti, RJ, Brasil",RJ,São João de Meriti,centro,1,true,ibge_pop2024_nominatim,466536
"Centro, Petrópolis, RJ, Brasil",RJ,Petrópolis,centro,1,true,ibge_pop2024_nominatim,294983
"Centro, Volta Redonda, RJ, Brasil",RJ,Volta Redonda,centro,1,true,ibge_pop2024_nominatim,279898
"Centro, Macaé, RJ, Brasil",RJ,Macaé,centro,1,true,ibge_pop2024_nominatim,264138
"Centro, Magé, RJ, Brasil",RJ,Magé,centro,1,true,ibge_pop2024_nominatim,244092
"Centro, Itaboraí, RJ, Brasil",RJ,Itaboraí,centro,1,true,ibge_pop2024_nominatim,240040
"Centro, Cabo Frio, RJ, Brasil",RJ,Cabo Frio,centro,1,true,ibge_pop2024_nominatim,238166
"Centro, Maricá, RJ, Brasil",RJ,Maricá,centro,1,true,ibge_pop2024_nominatim,211986
"Centro, Nova Friburgo, RJ, Brasil",RJ,Nova Friburgo,centro,1,true,ibge_pop2024_nominatim,203328
"Centro, Barra Mansa, RJ, Brasil",RJ,Barra Mansa,centro,1,true,ibge_pop2024_nominatim,181688
"Centro, Angra dos Reis, RJ, Brasil",RJ,Angra dos Reis,centro,1,true,ibge_pop2024_nominatim,179120
"Centro, Mesquita, RJ, Brasil",RJ,Mesquita,centro,1,true,ibge_pop2024_nominatim,178803
"Centro, Teresópolis, RJ, Brasil",RJ,Teresópolis,centro,1,true,ibge_pop2024_nominatim,176692
"Centro, Rio das Ostras, RJ, Brasil",RJ,Rio das Ostras,centro,1,true,ibge_pop2024_nominatim,168099
"Centro, Nilópolis, RJ, Brasil",RJ,Nilópolis,centro,1,true,ibge_pop2024_nominatim,155544
"Centro, Queimados, RJ, Brasil",RJ,Queimados,centro,1,true,ibge_pop2024_nominatim,149093
"Centro, Araruama, RJ, Brasil",RJ,Araruama,centro,1,true,ibge_pop2024_nominatim,137773
"Centro, Resende, RJ, Brasil",RJ,Resende,centro,1,true,ibge_pop2024_nominatim,137612
"Centro, Itaguaí, RJ, Brasil",RJ,Itaguaí,centro,1,true,ibge_pop2024_nominatim,123980
"Centro, São Pedro da Aldeia, RJ, Brasil",RJ,São Pedro da Aldeia,centro,1,true,ibge_pop2024_nominatim,110556
"Centro, Itaperuna, RJ, Brasil",RJ,Itaperuna,centro,1,true,ibge_pop2024_nominatim,107246
"Centro, Japeri, RJ, Brasil",RJ,Japeri,centro,1,true,ibge_pop2024_nominatim,102149
"Centro, Natal, RN, Brasil",RN,Natal,centro,1,true,ibge_pop2024_nominatim,785368
"Zona Norte, Natal, RN, Brasil",RN,Natal,segmento_01,2,true,ibge_pop2024_nominatim,785368
"Zona Sul, Natal, RN, Brasil",RN,Natal,segmento_02,3,true,ibge_pop2024_nominatim,785368
"Zona Leste, Natal, RN, Brasil",RN,Natal,segmento_03,4,true,ibge_pop2024_nominatim,785368
"Zona Oeste, Natal, RN, Brasil",RN,Natal,segmento_04,5,true,ibge_pop2024_nominatim,785368
"Área Central, Natal, RN, Brasil",RN,Natal,segmento_05,6,true,ibge_pop2024_nominatim,785368
"Área Comercial, Natal, RN, Brasil",RN,Natal,segmento_06,7,true,ibge_pop2024_nominatim,785368
"Área Residencial, Natal, RN, Brasil",RN,Natal,segmento_07,8,true,ibge_pop2024_nominatim,785368
"Centro, Mossoró, RN, Brasil",RN,Mossoró,centro,1,true,ibge_pop2024_nominatim,278034
"Centro, Parnamirim, RN, Brasil",RN,Parnamirim,centro,1,true,ibge_pop2024_nominatim,269298
"Centro, São Gonçalo do Amarante, RN, Brasil",RN,São Gonçalo do Amarante,centro,1,true,ibge_pop2024_nominatim,123207
"Centro, Porto Alegre, RS, Brasil",RS,Porto Alegre,centro,1,true,ibge_pop2024_nominatim,1389322
"Moinhos de Vento, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_02,2,true,ibge_pop2024_nominatim,1389322
"Menino Deus, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_03,3,true,ibge_pop2024_nominatim,1389322
"Petrópolis, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_04,4,true,ibge_pop2024_nominatim,1389322
"Partenon, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_05,5,true,ibge_pop2024_nominatim,1389322
"Sarandi, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_06,6,true,ibge_pop2024_nominatim,1389322
"Zona Sul, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_07,7,true,ibge_pop2024_nominatim,1389322
"Azenha, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_08,8,true,ibge_pop2024_nominatim,1389322
"Passo D'Areia, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_09,9,true,ibge_pop2024_nominatim,1389322
"Tristeza, Porto Alegre, RS, Brasil",RS,Porto Alegre,segmento_10,10,true,ibge_pop2024_nominatim,1389322
"Centro, Caxias do Sul, RS, Brasil",RS,Caxias do Sul,centro,1,true,ibge_pop2024_nominatim,479256
"Centro, Canoas, RS, Brasil",RS,Canoas,centro,1,true,ibge_pop2024_nominatim,359554
"Centro, Pelotas, RS, Brasil",RS,Pelotas,centro,1,true,ibge_pop2024_nominatim,336131
"Centro, Santa Maria, RS, Brasil",RS,Santa Maria,centro,1,true,ibge_pop2024_nominatim,282244
"Centro, Gravataí, RS, Brasil",RS,Gravataí,centro,1,true,ibge_pop2024_nominatim,275294
"Centro, Novo Hamburgo, RS, Brasil",RS,Novo Hamburgo,centro,1,true,ibge_pop2024_nominatim,235879
"Centro, Viamão, RS, Brasil",RS,Viamão,centro,1,true,ibge_pop2024_nominatim,232113
"Centro, São Leopoldo, RS, Brasil",RS,São Leopoldo,centro,1,true,ibge_pop2024_nominatim,225669
"Centro, Passo Fundo, RS, Brasil",RS,Passo Fundo,centro,1,true,ibge_pop2024_nominatim,214564
"Centro, Rio Grande, RS, Brasil",RS,Rio Grande,centro,1,true,ibge_pop2024_nominatim,198958
"Centro, Alvorada, RS, Brasil",RS,Alvorada,centro,1,true,ibge_pop2024_nominatim,194116
"Centro, Cachoeirinha, RS, Brasil",RS,Cachoeirinha,centro,1,true,ibge_pop2024_nominatim,141303
"Centro, Santa Cruz do Sul, RS, Brasil",RS,Santa Cruz do Sul,centro,1,true,ibge_pop2024_nominatim,138104
"Centro, Sapucaia do Sul, RS, Brasil",RS,Sapucaia do Sul,centro,1,true,ibge_pop2024_nominatim,136542
"Centro, Bento Gonçalves, RS, Brasil",RS,Bento Gonçalves,centro,1,true,ibge_pop2024_nominatim,127775
"Centro, Bagé, RS, Brasil",RS,Bagé,centro,1,true,ibge_pop2024_nominatim,121900
"Centro, Uruguaiana, RS, Brasil",RS,Uruguaiana,centro,1,true,ibge_pop2024_nominatim,120885
"Centro, Erechim, RS, Brasil",RS,Erechim,centro,1,true,ibge_pop2024_nominatim,109497
"Centro, Porto Velho, RO, Brasil",RO,Porto Velho,centro,1,true,ibge_pop2024_nominatim,514873
"Zona Norte, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_01,2,true,ibge_pop2024_nominatim,514873
"Zona Sul, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_02,3,true,ibge_pop2024_nominatim,514873
"Zona Leste, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_03,4,true,ibge_pop2024_nominatim,514873
"Zona Oeste, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_04,5,true,ibge_pop2024_nominatim,514873
"Área Central, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_05,6,true,ibge_pop2024_nominatim,514873
"Área Comercial, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_06,7,true,ibge_pop2024_nominatim,514873
"Área Residencial, Porto Velho, RO, Brasil",RO,Porto Velho,segmento_07,8,true,ibge_pop2024_nominatim,514873
"Centro, Ji-Paraná, RO, Brasil",RO,Ji-Paraná,centro,1,true,ibge_pop2024_nominatim,139359
"Centro, Ariquemes, RO, Brasil",RO,Ariquemes,centro,1,true,ibge_pop2024_nominatim,108573
"Centro, Vilhena, RO, Brasil",RO,Vilhena,centro,1,true,ibge_pop2024_nominatim,108528
"Centro, Boa Vista, RR, Brasil",RR,Boa Vista,centro,1,true,ibge_pop2024_nominatim,470169
"Centro, Joinville, SC, Brasil",SC,Joinville,centro,1,true,ibge_pop2024_nominatim,654888
"Zona Norte, Joinville, SC, Brasil",SC,Joinville,segmento_01,2,true,ibge_pop2024_nominatim,654888
"Zona Sul, Joinville, SC, Brasil",SC,Joinville,segmento_02,3,true,ibge_pop2024_nominatim,654888
"Zona Leste, Joinville, SC, Brasil",SC,Joinville,segmento_03,4,true,ibge_pop2024_nominatim,654888
"Zona Oeste, Joinville, SC, Brasil",SC,Joinville,segmento_04,5,true,ibge_pop2024_nominatim,654888
"Área Central, Joinville, SC, Brasil",SC,Joinville,segmento_05,6,true,ibge_pop2024_nominatim,654888
"Área Comercial, Joinville, SC, Brasil",SC,Joinville,segmento_06,7,true,ibge_pop2024_nominatim,654888
"Área Residencial, Joinville, SC, Brasil",SC,Joinville,segmento_07,8,true,ibge_pop2024_nominatim,654888
"Centro, Florianópolis, SC, Brasil",SC,Florianópolis,centro,1,true,ibge_pop2024_nominatim,576361
"Zona Norte, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_01,2,true,ibge_pop2024_nominatim,576361
"Zona Sul, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_02,3,true,ibge_pop2024_nominatim,576361
"Zona Leste, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_03,4,true,ibge_pop2024_nominatim,576361
"Zona Oeste, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_04,5,true,ibge_pop2024_nominatim,576361
"Área Central, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_05,6,true,ibge_pop2024_nominatim,576361
"Área Comercial, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_06,7,true,ibge_pop2024_nominatim,576361
"Área Residencial, Florianópolis, SC, Brasil",SC,Florianópolis,segmento_07,8,true,ibge_pop2024_nominatim,576361
"Centro, Blumenau, SC, Brasil",SC,Blumenau,centro,1,true,ibge_pop2024_nominatim,380597
"Centro, São José, SC, Brasil",SC,São José,centro,1,true,ibge_pop2024_nominatim,289949
"Centro, Itajaí, SC, Brasil",SC,Itajaí,centro,1,true,ibge_pop2024_nominatim,287289
"Centro, Chapecó, SC, Brasil",SC,Chapecó,centro,1,true,ibge_pop2024_nominatim,275959
"Centro, Palhoça, SC, Brasil",SC,Palhoça,centro,1,true,ibge_pop2024_nominatim,245477
"Centro, Criciúma, SC, Brasil",SC,Criciúma,centro,1,true,ibge_pop2024_nominatim,225281
"Centro, Jaraguá do Sul, SC, Brasil",SC,Jaraguá do Sul,centro,1,true,ibge_pop2024_nominatim,195753
"Centro, Lages, SC, Brasil",SC,Lages,centro,1,true,ibge_pop2024_nominatim,171609
"Centro, Brusque, SC, Brasil",SC,Brusque,centro,1,true,ibge_pop2024_nominatim,151949
"Centro, Balneário Camboriú, SC, Brasil",SC,Balneário Camboriú,centro,1,true,ibge_pop2024_nominatim,148758
"Centro, Tubarão, SC, Brasil",SC,Tubarão,centro,1,true,ibge_pop2024_nominatim,115495
"Centro, Camboriú, SC, Brasil",SC,Camboriú,centro,1,true,ibge_pop2024_nominatim,113525
"Centro, São Paulo, SP, Brasil",SP,São Paulo,centro,1,true,ibge_pop2024_nominatim,11895578
"Sé, São Paulo, SP, Brasil",SP,São Paulo,segmento_01,2,true,ibge_pop2024_nominatim,11895578
"Paulista, São Paulo, SP, Brasil",SP,São Paulo,segmento_02,3,true,ibge_pop2024_nominatim,11895578
"Pinheiros, São Paulo, SP, Brasil",SP,São Paulo,segmento_03,4,true,ibge_pop2024_nominatim,11895578
"Vila Mariana, São Paulo, SP, Brasil",SP,São Paulo,segmento_04,5,true,ibge_pop2024_nominatim,11895578
"Moema, São Paulo, SP, Brasil",SP,São Paulo,segmento_05,6,true,ibge_pop2024_nominatim,11895578
"Santana, São Paulo, SP, Brasil",SP,São Paulo,segmento_06,7,true,ibge_pop2024_nominatim,11895578
"Tatuapé, São Paulo, SP, Brasil",SP,São Paulo,segmento_07,8,true,ibge_pop2024_nominatim,11895578
"Itaquera, São Paulo, SP, Brasil",SP,São Paulo,segmento_08,9,true,ibge_pop2024_nominatim,11895578
"Lapa, São Paulo, SP, Brasil",SP,São Paulo,segmento_09,10,true,ibge_pop2024_nominatim,11895578
"Santo Amaro, São Paulo, SP, Brasil",SP,São Paulo,segmento_10,11,true,ibge_pop2024_nominatim,11895578
"Campo Limpo, São Paulo, SP, Brasil",SP,São Paulo,segmento_11,12,true,ibge_pop2024_nominatim,11895578
"Butantã, São Paulo, SP, Brasil",SP,São Paulo,segmento_12,13,true,ibge_pop2024_nominatim,11895578
"Ipiranga, São Paulo, SP, Brasil",SP,São Paulo,segmento_13,14,true,ibge_pop2024_nominatim,11895578
"Vila Madalena, São Paulo, SP, Brasil",SP,São Paulo,segmento_14,15,true,ibge_pop2024_nominatim,11895578
"Liberdade, São Paulo, SP, Brasil",SP,São Paulo,segmento_15,16,true,ibge_pop2024_nominatim,11895578
"Centro, Guarulhos, SP, Brasil",SP,Guarulhos,centro,1,true,ibge_pop2024_nominatim,1345364
"Zona Norte, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_01,2,true,ibge_pop2024_nominatim,1345364
"Zona Sul, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_02,3,true,ibge_pop2024_nominatim,1345364
"Zona Leste, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_03,4,true,ibge_pop2024_nominatim,1345364
"Zona Oeste, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_04,5,true,ibge_pop2024_nominatim,1345364
"Área Central, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_05,6,true,ibge_pop2024_nominatim,1345364
"Área Comercial, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_06,7,true,ibge_pop2024_nominatim,1345364
"Área Residencial, Guarulhos, SP, Brasil",SP,Guarulhos,segmento_07,8,true,ibge_pop2024_nominatim,1345364
"Centro, Campinas, SP, Brasil",SP,Campinas,centro,1,true,ibge_pop2024_nominatim,1185977
"Zona Norte, Campinas, SP, Brasil",SP,Campinas,segmento_01,2,true,ibge_pop2024_nominatim,1185977
"Zona Sul, Campinas, SP, Brasil",SP,Campinas,segmento_02,3,true,ibge_pop2024_nominatim,1185977
"Zona Leste, Campinas, SP, Brasil",SP,Campinas,segmento_03,4,true,ibge_pop2024_nominatim,1185977
"Zona Oeste, Campinas, SP, Brasil",SP,Campinas,segmento_04,5,true,ibge_pop2024_nominatim,1185977
"Área Central, Campinas, SP, Brasil",SP,Campinas,segmento_05,6,true,ibge_pop2024_nominatim,1185977
"Área Comercial, Campinas, SP, Brasil",SP,Campinas,segmento_06,7,true,ibge_pop2024_nominatim,1185977
"Área Residencial, Campinas, SP, Brasil",SP,Campinas,segmento_07,8,true,ibge_pop2024_nominatim,1185977
"Centro, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,centro,1,true,ibge_pop2024_nominatim,840499
"Zona Norte, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_01,2,true,ibge_pop2024_nominatim,840499
"Zona Sul, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_02,3,true,ibge_pop2024_nominatim,840499
"Zona Leste, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_03,4,true,ibge_pop2024_nominatim,840499
"Zona Oeste, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_04,5,true,ibge_pop2024_nominatim,840499
"Área Central, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_05,6,true,ibge_pop2024_nominatim,840499
"Área Comercial, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_06,7,true,ibge_pop2024_nominatim,840499
"Área Residencial, São Bernardo do Campo, SP, Brasil",SP,São Bernardo do Campo,segmento_07,8,true,ibge_pop2024_nominatim,840499
"Centro, Santo André, SP, Brasil",SP,Santo André,centro,1,true,ibge_pop2024_nominatim,778711
"Zona Norte, Santo André, SP, Brasil",SP,Santo André,segmento_01,2,true,ibge_pop2024_nominatim,778711
"Zona Sul, Santo André, SP, Brasil",SP,Santo André,segmento_02,3,true,ibge_pop2024_nominatim,778711
"Zona Leste, Santo André, SP, Brasil",SP,Santo André,segmento_03,4,true,ibge_pop2024_nominatim,778711
"Zona Oeste, Santo André, SP, Brasil",SP,Santo André,segmento_04,5,true,ibge_pop2024_nominatim,778711
"Área Central, Santo André, SP, Brasil",SP,Santo André,segmento_05,6,true,ibge_pop2024_nominatim,778711
"Área Comercial, Santo André, SP, Brasil",SP,Santo André,segmento_06,7,true,ibge_pop2024_nominatim,778711
"Área Residencial, Santo André, SP, Brasil",SP,Santo André,segmento_07,8,true,ibge_pop2024_nominatim,778711
"Centro, Sorocaba, SP, Brasil",SP,Sorocaba,centro,1,true,ibge_pop2024_nominatim,757459
"Zona Norte, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_01,2,true,ibge_pop2024_nominatim,757459
"Zona Sul, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_02,3,true,ibge_pop2024_nominatim,757459
"Zona Leste, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_03,4,true,ibge_pop2024_nominatim,757459
"Zona Oeste, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_04,5,true,ibge_pop2024_nominatim,757459
"Área Central, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_05,6,true,ibge_pop2024_nominatim,757459
"Área Comercial, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_06,7,true,ibge_pop2024_nominatim,757459
"Área Residencial, Sorocaba, SP, Brasil",SP,Sorocaba,segmento_07,8,true,ibge_pop2024_nominatim,757459
"Centro, Osasco, SP, Brasil",SP,Osasco,centro,1,true,ibge_pop2024_nominatim,756952
"Zona Norte, Osasco, SP, Brasil",SP,Osasco,segmento_01,2,true,ibge_pop2024_nominatim,756952
"Zona Sul, Osasco, SP, Brasil",SP,Osasco,segmento_02,3,true,ibge_pop2024_nominatim,756952
"Zona Leste, Osasco, SP, Brasil",SP,Osasco,segmento_03,4,true,ibge_pop2024_nominatim,756952
"Zona Oeste, Osasco, SP, Brasil",SP,Osasco,segmento_04,5,true,ibge_pop2024_nominatim,756952
"Área Central, Osasco, SP, Brasil",SP,Osasco,segmento_05,6,true,ibge_pop2024_nominatim,756952
"Área Comercial, Osasco, SP, Brasil",SP,Osasco,segmento_06,7,true,ibge_pop2024_nominatim,756952
"Área Residencial, Osasco, SP, Brasil",SP,Osasco,segmento_07,8,true,ibge_pop2024_nominatim,756952
"Centro, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,centro,1,true,ibge_pop2024_nominatim,728400
"Zona Norte, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_01,2,true,ibge_pop2024_nominatim,728400
"Zona Sul, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_02,3,true,ibge_pop2024_nominatim,728400
"Zona Leste, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_03,4,true,ibge_pop2024_nominatim,728400
"Zona Oeste, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_04,5,true,ibge_pop2024_nominatim,728400
"Área Central, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_05,6,true,ibge_pop2024_nominatim,728400
"Área Comercial, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_06,7,true,ibge_pop2024_nominatim,728400
"Área Residencial, Ribeirão Preto, SP, Brasil",SP,Ribeirão Preto,segmento_07,8,true,ibge_pop2024_nominatim,728400
"Centro, São José dos Campos, SP, Brasil",SP,São José dos Campos,centro,1,true,ibge_pop2024_nominatim,724756
"Zona Norte, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_01,2,true,ibge_pop2024_nominatim,724756
"Zona Sul, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_02,3,true,ibge_pop2024_nominatim,724756
"Zona Leste, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_03,4,true,ibge_pop2024_nominatim,724756
"Zona Oeste, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_04,5,true,ibge_pop2024_nominatim,724756
"Área Central, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_05,6,true,ibge_pop2024_nominatim,724756
"Área Comercial, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_06,7,true,ibge_pop2024_nominatim,724756
"Área Residencial, São José dos Campos, SP, Brasil",SP,São José dos Campos,segmento_07,8,true,ibge_pop2024_nominatim,724756
"Centro, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,centro,1,true,ibge_pop2024_nominatim,501597
"Zona Norte, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_01,2,true,ibge_pop2024_nominatim,501597
"Zona Sul, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_02,3,true,ibge_pop2024_nominatim,501597
"Zona Leste, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_03,4,true,ibge_pop2024_nominatim,501597
"Zona Oeste, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_04,5,true,ibge_pop2024_nominatim,501597
"Área Central, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_05,6,true,ibge_pop2024_nominatim,501597
"Área Comercial, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_06,7,true,ibge_pop2024_nominatim,501597
"Área Residencial, São José do Rio Preto, SP, Brasil",SP,São José do Rio Preto,segmento_07,8,true,ibge_pop2024_nominatim,501597
"Centro, Mogi das Cruzes, SP, Brasil",SP,Mogi das Cruzes,centro,1,true,ibge_pop2024_nominatim,468120
"Centro, Jundiaí, SP, Brasil",SP,Jundiaí,centro,1,true,ibge_pop2024_nominatim,460313
"Centro, Piracicaba, SP, Brasil",SP,Piracicaba,centro,1,true,ibge_pop2024_nominatim,438827
"Centro, Santos, SP, Brasil",SP,Santos,centro,1,true,ibge_pop2024_nominatim,429567
"Centro, Mauá, SP, Brasil",SP,Mauá,centro,1,true,ibge_pop2024_nominatim,429380
"Centro, Diadema, SP, Brasil",SP,Diadema,centro,1,true,ibge_pop2024_nominatim,404118
"Centro, Carapicuíba, SP, Brasil",SP,Carapicuíba,centro,1,true,ibge_pop2024_nominatim,398462
"Centro, Bauru, SP, Brasil",SP,Bauru,centro,1,true,ibge_pop2024_nominatim,391740
"Centro, Itaquaquecetuba, SP, Brasil",SP,Itaquaquecetuba,centro,1,true,ibge_pop2024_nominatim,382521
"Centro, Praia Grande, SP, Brasil",SP,Praia Grande,centro,1,true,ibge_pop2024_nominatim,365577
"Centro, Franca, SP, Brasil",SP,Franca,centro,1,true,ibge_pop2024_nominatim,364331
"Centro, São Vicente, SP, Brasil",SP,São Vicente,centro,1,true,ibge_pop2024_nominatim,338407
"Centro, Barueri, SP, Brasil",SP,Barueri,centro,1,true,ibge_pop2024_nominatim,330339
"Centro, Taubaté, SP, Brasil",SP,Taubaté,centro,1,true,ibge_pop2024_nominatim,321298
"Centro, Suzano, SP, Brasil",SP,Suzano,centro,1,true,ibge_pop2024_nominatim,318765
"Centro, Limeira, SP, Brasil",SP,Limeira,centro,1,true,ibge_pop2024_nominatim,300728
"Centro, Guarujá, SP, Brasil",SP,Guarujá,centro,1,true,ibge_pop2024_nominatim,294973
"Centro, Sumaré, SP, Brasil",SP,Sumaré,centro,1,true,ibge_pop2024_nominatim,289787
"Centro, Cotia, SP, Brasil",SP,Cotia,centro,1,true,ibge_pop2024_nominatim,287004
